restaurantID,name,reviewID,Review Sentiment,rating_y
_bkwYDJYIE268fOQrt3oUw,Vantage Chicago Moving,ziy_vxfQceTmevxAHulKXA,negative,1
_d74WBRz2Gl4WaQWSbfngw,Fruigurt,umHvHIqz5Z2kY2f2P_tpBA,negative,1
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,6dFVJXnXzPysgsp-S6Eejw,negative,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,7q_pzi_fL4A8YOAVhq578Q,positive,5
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,8bhWBXUD9clT3PgfkgYGvg,negative,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,8XDG1tRELvpt8eOBkuv1xA,positive,5
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,A3RsM_nHBuP4ZLnUrx3GNg,positive,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,AtRlpiq1eK3yvPRn4EeR8w,negative,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,CBE9UO7AiebKKe58hkbH5Q,positive,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,CNlUu9rIKS0wi4Kfw37MMA,negative,5
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,E90jtd1vy_RpcmbH-X9PKg,positive,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,ehnyvxPRX5_sNydBgpgZZA,negative,2
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,EiBQJ_1ho2yNt2ohsiMUSA,negative,5
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,Gr5hL0CSq-1z94jJ1bcjLg,negative,1
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,hV701b7yyDzOQTOpFUrdYw,positive,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,JQMhipyxTKK3Ni6UJnVGuw,negative,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,lSnhjVgDXBXxbZ8f4YjzGg,positive,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,mXO0ktJDvFPSBimI7m913Q,positive,5
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,niN2NKRbUff1mKE630_AaA,positive,3
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,plAEJaCpsHHyo0Gccg3EaA,positive,5
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,R12gCInEuOmG8T5ZjEyO-A,negative,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,RRUw_G__IG1xJzRks0jzNA,negative,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,VdS2RsjTqsddzedtO4dj8Q,negative,5
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,VtXKJWay3D_8B9oepAmuXQ,positive,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,w-jEvBgdTGKXwN34NLWp4Q,negative,4
_GfEqO-L5oAiEWB5MRP-3g,Goodman Theatre,XJLZU6f_A-uIUqGGZNXmzw,positive,4
_gjUvDoeGlFlTDIVJMxIJA,Jimmy John's Gourmet Sandwiches,DgdY4Y87CEogEf6pizlq4w,positive,3
_gjUvDoeGlFlTDIVJMxIJA,Jimmy John's Gourmet Sandwiches,Ef7qbpg3Dqv5iLrNruZ2Dw,positive,5
_gjUvDoeGlFlTDIVJMxIJA,Jimmy John's Gourmet Sandwiches,q94g6uxDQUlQEXBAV6AOHw,negative,1
_gjUvDoeGlFlTDIVJMxIJA,Jimmy John's Gourmet Sandwiches,UNZyIUyjQ7h76bduuqPVwA,negative,4
_gjUvDoeGlFlTDIVJMxIJA,Jimmy John's Gourmet Sandwiches,XMUtamtR948Y9VMFxGvOQQ,negative,4
_HIzlf_RYHDrtG0XL5buKQ,High Society Orchestra,CAURTMauxlbPp0RKjA1upw,positive,5
_HIzlf_RYHDrtG0XL5buKQ,High Society Orchestra,Gtg1L_uf2ZTTgmRsRi6WNg,positive,4
_HZmKplpCPqoFj-6190pKA,Subway,DckaB7X29dm9JCccwS9Nbw,negative,1
_HZmKplpCPqoFj-6190pKA,Subway,Hl1noS__uvqu613dS0Yw8Q,negative,1
_HZmKplpCPqoFj-6190pKA,Subway,Xze24uo8CWNfzG5Mwho34Q,positive,4
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,048v7AXs5Fkvi1caH1pONQ,positive,5
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,1O1hEmPT8rFKRebwdYFvig,positive,3
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,1V3ka5os-K4c2S5VKx8Kiw,negative,1
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,2jgAgqHlxktucgsjH0YHvw,negative,3
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,A_6-0B21OV1XIXfsFJnxLA,positive,4
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,b01BU-700l2vFgTKYtostA,positive,5
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,bkUaFPs44zjcOBhotc_cLw,positive,4
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,ev4oqUbPWF4abfFi58dTMw,positive,5
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,FbMtAS9wxSVHfDN_Lbis0Q,positive,3
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,gyA3rNVJdKG2ka6BvTsuDQ,negative,3
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,qUK8vlfdQ89zd1BgelLYTQ,positive,5
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,R1YenYWAFMH355lCCeoxLw,negative,3
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,t1Xm6-NKfoF9Jf3LPIzMjw,positive,3
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,wHp-0NPAIaLt9CNr8iy4MQ,positive,3
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,XLTr9208Tz5ZlPvG62FJyw,negative,4
_IFYKbyisxTsDiuqKolI4A,Pittsfield Cafe,yLTuFBGiOr_QgHYr17XR8A,positive,3
_iM_jy7ulOpRUTq-tl-FGg,Alamo Rent-A-Car,QlDvp5Zw46NKeHrK_9hEcw,positive,4
_iM_jy7ulOpRUTq-tl-FGg,Alamo Rent-A-Car,xUjOe0C9O9A6_vyFaFPXKQ,positive,4
_iw_cJsyuDPmbJgDC5iXCA,Neckerchiefs,Dv1NkMOKDzs7_8cog6WzrQ,negative,1
_k-_UTQWiCnPs0PEHHGQgQ,Walgreens,EQjYM0cwKUyWmtKTS5JzpA,positive,4
_k-_UTQWiCnPs0PEHHGQgQ,Walgreens,lwTKdVE_tdhcpHLP_CJ3uQ,negative,2
_k-_UTQWiCnPs0PEHHGQgQ,Walgreens,NfROb6tWYM_sOIvUj2vR0w,negative,5
_k-_UTQWiCnPs0PEHHGQgQ,Walgreens,YfDmf2hBB8jEdKIEX8874g,negative,4
_l_EWoVSNwd13aTRbZ9gmA,Goethe-Institut Chicago,lIIounlJIvOWqWYw46MNkA,negative,5
_l_EWoVSNwd13aTRbZ9gmA,Goethe-Institut Chicago,rLEY-mUgiOK233CXpgxeTQ,negative,5
_l7qab9AmCodR1Hb9zfPAQ,USA Gateway Travel,6QjDfwJ9nPYXuTVTMkm6_w,negative,1
_lrx-BniXTGcnoZDCbPemA,Sixpax,34dqLCAaQR2b0fbTW7auuQ,positive,5
_lrx-BniXTGcnoZDCbPemA,Sixpax,I-zapHc8ivKz1Ct9kLBPnA,positive,5
_ltiwx4S6OVpDqcu0Fdzhw,Casting House Inc,Gyc2NXBOckfBog0kSsnboA,positive,5
_mg2FE1viaYC9tFmDkybxw,Banh Mi Express Sandwiches,2pqJ0yz8lKO2AA4vJtpzYw,positive,4
_mg2FE1viaYC9tFmDkybxw,Banh Mi Express Sandwiches,mFa6hWpI0t6Kba57WK9LSg,positive,4
_mg2FE1viaYC9tFmDkybxw,Banh Mi Express Sandwiches,M_XgScvVe8DvOu7yu6p3bw,positive,5
_mg2FE1viaYC9tFmDkybxw,Banh Mi Express Sandwiches,SSHKZwoX5SVqE4v-33YfQQ,negative,3
_mg2FE1viaYC9tFmDkybxw,Banh Mi Express Sandwiches,SY2QRov1r1dELaNXMWONNg,negative,4
_mg2FE1viaYC9tFmDkybxw,Banh Mi Express Sandwiches,w0F62otzLBCyOkK3RzSIiQ,positive,3
_mg2FE1viaYC9tFmDkybxw,Banh Mi Express Sandwiches,YZwAvegEsR6b4NtIBClJpQ,positive,3
_mg2FE1viaYC9tFmDkybxw,Banh Mi Express Sandwiches,_LoiRwxgLYMwMsT6HHVDBg,negative,2
_mrkYDyPIKmO_w6RD5kWRQ,Cocomori,fUPThUr9Di7XG0A04q-UaQ,positive,5
_NIzhWg714kYhuNuV3PqaQ,Rahmanim Gems,_XmH9kZ9i3XKQpan2SfVKA,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,2gFwbQdye-wf1YbPVa341A,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,4EkDs9ZvbnmwGhmm6bGH7A,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,6Aapt7AnIPLCK5d6850GNQ,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,7LT_JPSX6T0D-Jyh1iRh7g,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,8LwA-0fxhPyqZGnrqiuV_A,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,92bcyPZHWblJ0E38pLPexg,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,94dTWJRAOBfQOvtSCFmksg,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,A4NhPi0uNTc4sl4IrZndSg,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,ANIPZl7Qwj5cP2Dlz9KImA,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,biF3HD4RmroHCks9esHtHw,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,cql7T5vJ2CxOs3j19bLy4Q,negative,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,DHaUyw8SxYooLLSQGyqlmA,negative,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,f-EUkbnUDpr_lY8_X8iv9Q,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,FQ3RpSA2uWYonlHPPVji2Q,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,gfQmiRLf1FHW0eJv1SMyhQ,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,gmaALo4JRlFXHpBnlXJNXA,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,HMgWu8-aWzsalgGkkH6X9Q,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,JCpKVxgpQCFMzUifKKVBjQ,positive,3
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,LyfDXXPD7K83xjgoqxGo_g,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,M3rDXaIypGtOrFrLKp3t9g,negative,2
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,mCbZ2WE6CRN9nqdtcditrg,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,OBp07m6cxpjqj4kVGSKCxg,negative,3
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,QotKeRr_eEcIMbFXAlosQw,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,QP-p-wPlCMktOw875jvAfA,negative,3
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,uGyh81I5zmxQGyJANZBetQ,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,vg-FTEplVxJ4fXTd46PsdQ,negative,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,VsGbX_BwNahfM3TPNg2TXg,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,VzhTKbjyau2MSe4x40E_sg,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,w5Womfm8R8cq0Sa9jDYYVQ,positive,5
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,X6nFJX2UXQJcXCi31UG2FQ,positive,4
_o-xA7dliKBg7dt6bIXx1Q,Oriental Theatre,YdWcrZfYdqinpnJrcDObwg,negative,4
_Pc85b7RKS80_PAKBR6I9A,Dunkin' Donuts,d5PuK1lCVRX1uBDzD_883g,positive,4
_Pc85b7RKS80_PAKBR6I9A,Dunkin' Donuts,ZDDI9Tnvl3ZcXuJ5vsPwSQ,positive,3
_QNRc-sJ6kFdIX8reJ95Kg,Childers C L MD,fLimV-uDPPQXzEpgf5QeXA,negative,4
_shvV92PLXMevwU1W2JWJg,Alonti Deli,Bs2lyVc3N-NPhvq34aLJLA,positive,4
_shvV92PLXMevwU1W2JWJg,Alonti Deli,K5Mte8cR-oYAy5JwJbxFPw,negative,3
_shvV92PLXMevwU1W2JWJg,Alonti Deli,vFvHUdcbq8vrCxkdtF0WdQ,positive,4
_shvV92PLXMevwU1W2JWJg,Alonti Deli,ykCUZIt0gbeUz4BnukLmnw,positive,5
_sozrbWfnru9sOhT5TkOMA,South Loop Club,-i9dDBMGUzaJMQ9sZUciIw,positive,4
_sozrbWfnru9sOhT5TkOMA,South Loop Club,1HhQXlWOqjjTk6TsZ8q1Ug,negative,1
_sozrbWfnru9sOhT5TkOMA,South Loop Club,2afAkWuc2XBx7_zNtVejRg,negative,1
_sozrbWfnru9sOhT5TkOMA,South Loop Club,379Y-JlUaMhx2HRw3v-Siw,positive,3
_sozrbWfnru9sOhT5TkOMA,South Loop Club,53ONhBJ6wr3mVjxEr2Gycg,negative,2
_sozrbWfnru9sOhT5TkOMA,South Loop Club,6YxmwpkfFcbl_k4lVqygiQ,positive,5
_sozrbWfnru9sOhT5TkOMA,South Loop Club,ArbfkGLH-T__2byat8Brpg,negative,3
_sozrbWfnru9sOhT5TkOMA,South Loop Club,AwIcBHV6vws5eNITc24BsQ,negative,1
_sozrbWfnru9sOhT5TkOMA,South Loop Club,AxVjbsLr4a-SJRHx64t6AA,positive,5
_sozrbWfnru9sOhT5TkOMA,South Loop Club,bhxnIFvOoNSXTwfT4bI-xg,negative,2
_sozrbWfnru9sOhT5TkOMA,South Loop Club,CIQKPlP1HOR2NGiOpJpmkw,negative,1
_sozrbWfnru9sOhT5TkOMA,South Loop Club,CSYUDjIpSXcNjFcXJyIaPQ,negative,4
_sozrbWfnru9sOhT5TkOMA,South Loop Club,D_uZX6MwvxPPqcDxySuE1g,negative,3
_sozrbWfnru9sOhT5TkOMA,South Loop Club,Fo5vZmkaqNtl-VMbBotFaw,negative,2
_sozrbWfnru9sOhT5TkOMA,South Loop Club,giJ1Gnx2GXb3GI3_s9_bSg,positive,4
_sozrbWfnru9sOhT5TkOMA,South Loop Club,gsDIOIPCAbUM1dnP7rPNkw,negative,4
_sozrbWfnru9sOhT5TkOMA,South Loop Club,gy_oX6ik6wZeTMWi6YyJNQ,positive,4
_sozrbWfnru9sOhT5TkOMA,South Loop Club,J80WJzBMUPIa94o4npAPdA,positive,3
_sozrbWfnru9sOhT5TkOMA,South Loop Club,kaFVQk8-yFVs2_7AdA1MaQ,negative,1
_sozrbWfnru9sOhT5TkOMA,South Loop Club,o1cvziVrmCfcFEyppoGMuw,negative,2
_sozrbWfnru9sOhT5TkOMA,South Loop Club,OJnWMrdZFSuq2-LLbTScYA,negative,1
_sozrbWfnru9sOhT5TkOMA,South Loop Club,OKQQxyLfTfZnS_fQolJ7PA,negative,2
_sozrbWfnru9sOhT5TkOMA,South Loop Club,pf8PZsQjclFkyovHl-vMpA,negative,3
_sozrbWfnru9sOhT5TkOMA,South Loop Club,QFhycuKAPYboQ0FyZtF9Lw,negative,4
_sozrbWfnru9sOhT5TkOMA,South Loop Club,qzuyBs-i0DAnIjONhUkwnQ,positive,1
_sozrbWfnru9sOhT5TkOMA,South Loop Club,rxVtwBfjZvUZj7YYIKL6JA,positive,2
_sozrbWfnru9sOhT5TkOMA,South Loop Club,SakZxyukopvoRYDBHqcRGg,negative,3
_sozrbWfnru9sOhT5TkOMA,South Loop Club,tx6mylR27JSyXU77NPah_g,negative,2
_sozrbWfnru9sOhT5TkOMA,South Loop Club,Vnscbs5zaFVaNl46ElE47A,negative,1
_sozrbWfnru9sOhT5TkOMA,South Loop Club,XsGGyP1BO_hfPE8OIQDyuA,negative,4
_sozrbWfnru9sOhT5TkOMA,South Loop Club,XydH8MSG6N97LnCKNbtucQ,negative,1
_sozrbWfnru9sOhT5TkOMA,South Loop Club,Zci0BE2QOL2rUCa4ED1o_g,negative,3
_sozrbWfnru9sOhT5TkOMA,South Loop Club,zoILvSsr6H_rJiW3YyWPlQ,positive,3
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,1DcooHCP1ZPwY9253PmE4A,negative,3
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,6UH0JRWdgZhBz5funWl1kg,negative,3
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,9xWL1RrrvyyXY_O7Y4GVJA,negative,2
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,bARVSFuvXusLYgEIuwDQQA,negative,2
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,C_mOeqzGS61rJrs__MwxPQ,negative,3
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,Fo78pv_2QafNv8VxKjxZ7A,positive,4
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,H5vj4nWVDy2-lr6kvg8enQ,positive,3
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,HmqyJ0z6wkdD-vn3wkXqYw,negative,4
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,jcUUjKQt3eUyoKoG4Zeuqg,negative,1
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,k5QglGpOHCFlNQLNcYBSgA,negative,3
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,LLovbjN1Afc_0CLOyvH-ZQ,positive,1
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,niEg6HunXn5EOgFGyBMXjw,negative,4
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,NnEzxGk-tcpMlrt1jG_9fQ,positive,4
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,sMdlNo5O02O8WYRkYOATeg,positive,3
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,uxULw5_hZEWXPTlqGWBc9w,positive,1
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,uzEKf2vDozwe_gvKOKkrQQ,positive,1
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,v9rLRFX-ZNDM63hrRBzM4g,negative,4
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,vSIJmr8Ub-UNWD4S3lK8Lw,negative,3
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,WwAdwNP_b7A0_-Rq9Tb9bQ,positive,1
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,X1DXmtSrn_qtmgbIOxE1ag,negative,3
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,zA_DNdyVnZDziPeCkqEGwg,negative,4
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,ZmP97KWao_rHicj3SCXDPg,negative,3
_Szglk2TO1rpP5lm9sPFvg,Angels & Kings,_h1ls0KUQqtmHTSyGMVmxw,positive,5
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,-L1y6vPsFA3EDmRC5W0d_A,negative,2
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,0TiEUQzevYLu6pMdPDYRHQ,negative,3
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,0zKVqu0cnQXOvUFzC2SmXw,negative,3
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,2LSU_f773TIFyhUmfy-9jw,positive,5
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,5TXCtNAm2E1b5XEon9BneQ,negative,2
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,92TNRH-9CicK4yV29g2nSA,positive,5
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,CuHSCojzaSc3Dv9RzE2d4Q,negative,4
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,d5J0qj16UoluldqERDfuYA,negative,5
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,EyjaO8GpQOEEQ8T5lCVhNg,positive,4
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,rI7N4NoAH7SeoTyvLV4PwQ,negative,3
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,s907KhJeoBYooy8VoJcmIg,negative,3
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,tPzt3RYmUAkdf9DxnFozhg,negative,4
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,WXlCTACTK6j57C4-9cu7TA,negative,4
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,yTGym3JppQv7uzE3qMskLg,positive,3
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,ZFbRAIFuTVnWTh-Qj-MqUQ,positive,4
_u21GvAnwaqcZcR-d35LsA,Margaret Dauphin -Van Dyk,Mtj7e6pue9DNvdCdB3rP0Q,negative,2
_u21GvAnwaqcZcR-d35LsA,Margaret Dauphin -Van Dyk,rLtlZJS1wVydmgkJ9XWtjg,negative,2
_U4pk94eMtqSgZ56-y96Vg,Fuerza Bruta : Look Up,5lEx2LqDszP8WxAN9ENR2w,positive,4
_U4pk94eMtqSgZ56-y96Vg,Fuerza Bruta : Look Up,eaFkrrKLL0_M_VnFF0hWZg,negative,5
_U4pk94eMtqSgZ56-y96Vg,Fuerza Bruta : Look Up,G34HJi2ThsDoYuKLZDqkrA,negative,5
_U4pk94eMtqSgZ56-y96Vg,Fuerza Bruta : Look Up,LW8uBPhzcFvwuWe4gqMi5w,positive,4
_U4pk94eMtqSgZ56-y96Vg,Fuerza Bruta : Look Up,nSFn4MMPpgRVwfg5hdmnAA,negative,4
_U4pk94eMtqSgZ56-y96Vg,Fuerza Bruta : Look Up,Q1X1uUxxbeGWWreMdySbmg,positive,5
_U4pk94eMtqSgZ56-y96Vg,Fuerza Bruta : Look Up,Whz6b-ISCrSa-Va3qR4ctg,positive,5
_UbTkXQ_ZL-ruBUS40iGew,Armand's Pizzeria,5zEjMcLe6L8ojO9Tdg9lWQ,positive,5
_UDTilLzn4BwIcn1qPWuDA,The Cat Lady,2PKS5DlUG3bcNWnoRYUPQA,positive,5
_UDTilLzn4BwIcn1qPWuDA,The Cat Lady,AeYRU4SNekpEFOS_tuZDYw,negative,5
_UDTilLzn4BwIcn1qPWuDA,The Cat Lady,Whs6GzTCIlglk7NQNjCbdw,positive,5
_UDTilLzn4BwIcn1qPWuDA,The Cat Lady,ZUHKhtywfCvn_XMMkoOaQw,positive,5
_UNBwSZHup0latangLSO8g,Mrs. Fields Cookies,0sBZ5_VpfiWerqZ3_dEANQ,negative,4
_UNBwSZHup0latangLSO8g,Mrs. Fields Cookies,oAwhmV7kqK4hfPKHMWUvBQ,positive,5
_vc7iT7NBGHXOaaxCN-T9A,Allen Edmonds Shoe Corp,ApAiOkZYUmFEMTPOqWtr2g,positive,3
_VfnsWYCP7lu9dG6cmeIKA,Yehia & Co Hair Designs,0ZQN1xLWCwcMjk78kgX6ZA,negative,4
_VfnsWYCP7lu9dG6cmeIKA,Yehia & Co Hair Designs,LjZD0NQmGL93uHZWeYZhnw,positive,5
_WQa6LYUyQUGl3kU587L4w,Unnati'Z - Mehndi Henna Tattoo,oNGtge6KbHBQn1xMhfp_GQ,positive,5
_xnNMq0u-YSJ1cYZpcEwDw,Pompei Dearborn,aHXyCooqKjad0x2rJB9UyQ,positive,4
_xnNMq0u-YSJ1cYZpcEwDw,Pompei Dearborn,fDNg6fJ0fcNrBOVqi4DMHw,positive,2
_xnNMq0u-YSJ1cYZpcEwDw,Pompei Dearborn,hQtlYqVYdWOn_u46raVOiA,negative,3
_xnNMq0u-YSJ1cYZpcEwDw,Pompei Dearborn,JanRxqWNYXp1am_JGBEu5A,negative,3
_xnNMq0u-YSJ1cYZpcEwDw,Pompei Dearborn,NgqKtfkgOIqdecuqYjd0vg,negative,3
